Name,Marketcap,Country,Share price,Change (1 day),Change (1 year),Categories
U.S. Steel,$8.00 B,USA,$35.90,-0.08%,37.50%,"🔩 Steel producers, 🔩 Steel industry"
Old Republic International,$8.12 B,USA,$28.99,0.07%,20.54%,🏦 Insurance
Berger Paints,$8.09 B,India,$6.95,-1.63%,-7.70%,🎨 Paint & Coating
Swedish Orphan Biovitrum,$8.19 B,Sweden,$23.06,-1.07%,13.26%,"💊 Pharmaceuticals, 🧬 Biotech"
Global Unichip Corp.,$8.08 B,Taiwan,$60.30,9.86%,142.17%,"📟 Semiconductors, 👩‍💻 Tech, 💻 Tech Hardware"
Americold,$8.06 B,USA,$28.38,0.11%,-2.57%,"🏠 Real estate, 💰 Investment"
Metso,$8.04 B,Finland,$9.73,-0.64%,3.40%,"⛏️ Mining, ⚙️ Machinery manufacturing, 🏭 Manufacturing"
MBME GROUP,$8.07 B,eu United Arab Emirates,$3.23,0.00%,N/A,💳 Financial services
Bangkok Bank,$8.12 B,Thailand,$4.26,0.34%,4.41%,"🏦 Banks, 💳 Financial services"
Woodward,$8.01 B,USA,$133.55,0.01%,42.38%,"🚀 Aerospace, 🏭 Manufacturing"
Informatica,$7.95 B,USA,$27.33,0.89%,68.81%,"👨‍💻 Software, 👩‍💻 Tech"
Mineral Resources,$8.02 B,Australia,$41.12,2.90%,-30.36%,⛏️ Mining
Toray Industries,$8.05 B,Japan,$5.03,-1.56%,-5.98%,🧪 Chemicals
Gerdau,$7.97 B,Brazil,$4.56,0.22%,-19.43%,"🔩 Steel producers, 🔩 Steel industry"
Gap Inc.,$8.03 B,USA,$21.68,1.45%,48.70%,"👚 Clothing, 🛍️ Retail"
GlobalWafers,$8.03 B,Taiwan,$18.42,0.70%,21.58%,"📟 Semiconductors, 👩‍💻 Tech, 💻 Tech Hardware"
Trina Solar,$8.03 B,China,$3.70,0.95%,-56.11%,"🌞 Renewable energy, ⚡ Energy, 🏭 Manufacturing"
Trex,$7.92 B,USA,$72.96,0.11%,64.58%,N/A
Core & Main,$8.22 B,USA,$38.03,4.48%,83.37%,N/A
Yageo,$8.01 B,Taiwan,$19.12,1.01%,22.41%,"🔌 Electronics, 🏭 Manufacturing"
Norwegian Cruise Line,$7.94 B,USA,$18.68,-0.48%,18.83%,"🌴 Travel, 🛳 Cruise Lines"
EastGroup Properties,$8.02 B,USA,$173.14,0.02%,12.07%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Acciona,$8.01 B,Spain,$146.61,1.84%,-20.90%,🏗 Construction
ageas,$8.03 B,Belgium,$43.73,0.25%,1.06%,🏦 Insurance
Otsuka,$8.00 B,Japan,$42.22,-1.07%,33.27%,"💼 Professional services, 🖥️ IT services"
Teleperformance,$7.76 B,France,$127.40,0.13%,-45.34%,"💼 Professional services, 🇫🇷 CAC 40"
Evergreen Marine,$7.98 B,Taiwan,$3.77,2.60%,-23.53%,"🚚 Transportation, 🚢 Container shipping, 🚢 Maritime transportation"
Adecco Group,$7.98 B,Switzerland,$47.42,1.24%,45.06%,"💼 Professional services, 💼 Staffing & Employment Services"
Whitbread,$7.92 B,UK,$42.09,1.58%,33.28%,"🏨 Hotels, 🌴 Travel"
National Instruments,$7.96 B,USA,$59.98,0.00%,51.20%,"👨‍💻 Software, 👩‍💻 Tech"
Tempur Sealy,$7.96 B,USA,$46.22,1.07%,42.39%,N/A
Korea Zinc,$7.93 B,South Korea,$379.73,-4.50%,-17.38%,N/A
Luckin Coffee,$8.00 B,China,$29.00,0.69%,17.65%,🥤 Beverages
"Seven Group Holdings
(SGH)",$7.91 B,Australia,$21.77,0.73%,57.53%,💰 Investment
Lear Corporation,$7.75 B,USA,$133.08,-1.69%,1.71%,"🚘 Automotive Suppliers, 🏭 Manufacturing, auto parts"
Allegro.eu,$7.97 B,Poland,$7.54,0.63%,38.60%,"🛒 E-Commerce, 🖥️ Internet, 👩‍💻 Tech"
SEI Investments,$7.92 B,USA,$60.24,0.53%,-0.76%,"💳 Financial services, 💰 Investment, Asset Management"
Jones Lang LaSalle,$7.92 B,USA,$166.59,1.08%,2.99%,🏠 Real estate
WH Group,$7.92 B,Hong Kong,$0.62,-0.41%,6.90%,🍴 Food
Max Healthcare Institute,$7.90 B,India,$8.14,1.40%,54.75%,"⚕️ Healthcare, 🏥 Medical Care Facilities"
Boliden,$7.79 B,Sweden,$28.50,2.10%,-25.65%,⛏️ Mining
Orient Overseas Container Line,$7.88 B,Hong Kong,$11.94,1.41%,-32.00%,"🚚 Transportation, 🚢 Container shipping, 🚢 Maritime transportation"
Alchip Technologies,$7.86 B,Taiwan,$106.12,-1.04%,N/A,"📟 Semiconductors, 👩‍💻 Tech, 💻 Tech Hardware"
Taiwan Cement,$7.85 B,Taiwan,$1.10,0.29%,1.85%,"Cement, 🧱 Building materials"
Royal Gold,$7.76 B,USA,$118.19,-1.27%,5.54%,"⛏️ Mining, ⛏️ Silver Mining, ⛏️ Gold mining"
China Oilfield Services,$7.83 B,China,$1.03,0.12%,-14.88%,"🛢 Oil&Gas, ⚡ Energy"
New Fortress Energy,$7.76 B,USA,$37.88,1.28%,-16.60%,"🛢 Oil&Gas, ⚡ Energy, 🛣️ Infrastructure"
FTI Consulting,$7.88 B,USA,$222.12,0.05%,35.42%,💼 Professional services
Houlihan Lokey,$7.85 B,USA,$113.93,1.24%,21.11%,"💳 Financial services, 💰 Investment"
ImmunoGen,$7.81 B,USA,$29.21,-0.54%,462.81%,"💊 Pharmaceuticals, 🧬 Biotech"
CSN Mineração,$7.95 B,Brazil,$1.45,2.88%,104.23%,⛏️ Mining
Hulic,$7.84 B,Japan,$10.30,-2.30%,22.62%,🏠 Real estate
Washington H. Soul Pattinson and Company (WHSP),$7.80 B,Australia,$21.64,-0.48%,15.91%,"⛏️ Mining, 💰 Investment, ⛏️ Coal Mining"
Kajima,$7.83 B,Japan,$16.25,-2.80%,43.93%,🏗 Construction
Shimadzu,$7.83 B,Japan,$26.59,-0.85%,-9.80%,"Medical equipment, 🔬 Scientific & Technical Instruments"
BorgWarner,$7.73 B,USA,$32.90,-0.42%,-19.24%,🚘 Automotive Suppliers
KT&G (Korea Tobacco),$7.80 B,South Korea,$69.17,-0.55%,-8.09%,🚬 Tobacco
SSAB,$7.86 B,Sweden,$7.38,-0.85%,27.68%,"🔩 Steel producers, 🔩 Steel industry"
Equatorial Energia,$7.76 B,Brazil,$6.95,0.09%,37.08%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
New York Times,$7.67 B,USA,$46.68,-1.35%,36.13%,📰 Media/Press
WillScot,$7.72 B,USA,$40.30,0.20%,-13.70%,N/A
Wacker Chemie,$7.79 B,Germany,$118.77,0.69%,-5.51%,🧪 Chemicals
Kesko,$7.73 B,Finland,$19.58,0.33%,-7.82%,"🛍️ Retail, 🛒 Supermarket Chains"
CCL Industries,$7.78 B,Canada,$43.87,0.69%,-2.05%,📦 Packaging
Trelleborg AB,$7.77 B,Sweden,$31.55,-2.44%,28.67%,N/A
SoFi,$7.79 B,USA,$8.13,2.14%,84.77%,"💳 Financial services, 🖥️ Internet, 👩‍💻 Tech"
Sumitomo Metal Mining,$7.77 B,Japan,$28.29,-1.28%,-19.24%,⛏️ Mining
Yunnan Energy New Material,$7.76 B,China,$7.94,-1.63%,-60.26%,"📦 Packaging, 🏭 Manufacturing"
Zydus Lifesciences,$7.75 B,India,$7.66,-2.95%,52.89%,"💊 Pharmaceuticals, 🧬 Biotech"
Jefferies Financial Group,$7.76 B,USA,$36.89,1.26%,7.74%,"🏦 Banks, 💳 Financial services"
Ternium,$7.67 B,Luxembourg,$39.12,0.62%,25.22%,"🔩 Steel industry, 🏭 Manufacturing"
AGC,$7.75 B,Japan,$36.61,-0.49%,9.61%,🏭 Manufacturing
Daito Trust Construction,$7.75 B,Japan,$113.88,-1.41%,7.33%,"🏠 Real estate, 🏗 Construction"
Roivant Sciences,$7.90 B,UK,$9.83,0.82%,40.83%,"💊 Pharmaceuticals, 🧬 Biotech"
Simpson Manufacturing Company,$7.77 B,USA,$182.18,1.67%,94.70%,N/A
Swiss Prime Site,$7.75 B,Switzerland,$101.09,0.45%,20.70%,🏠 Real estate
B&M European Value Retail,$7.68 B,Luxembourg,$7.67,0.20%,54.64%,🛍️ Retail
Samvardhana Motherson,$7.72 B,India,$1.14,1.77%,26.67%,🚘 Automotive Suppliers
SalMar ASA,$7.70 B,Norway,$53.24,-0.51%,51.38%,🍴 Food
Rexel,$7.67 B,France,$25.75,1.71%,36.17%,N/A
WEX,$7.71 B,USA,$180.43,1.61%,13.09%,💳 Financial services
Doosan Enerbility,$7.66 B,South Korea,$11.97,-1.07%,-1.40%,⚡ Energy
Karuna Therapeutics,$7.75 B,USA,$205.48,-0.37%,1.67%,"💊 Pharmaceuticals, 🧬 Biotech"
Singapore Exchange,$7.65 B,Singapore,$7.15,0.95%,5.93%,"💳 Financial services, 🏛 Stock exchanges, 🏛 Stock/Crypto exchanges"
Coca-Cola Consolidated,$7.55 B,USA,$806.26,-0.36%,57.51%,🥤 Beverages
Light & Wonder,$7.56 B,USA,$84.03,-0.52%,32.35%,"🎰 Gambling, Entertainment"
Idemitsu Kosan,$7.66 B,Japan,$27.27,-1.75%,20.34%,"🛢 Oil&Gas, ⚡ Energy"
BOSCH India,$7.65 B,India,$259.45,-0.18%,22.26%,N/A
Darling Ingredients,$7.59 B,USA,$47.59,2.41%,-22.73%,🍴 Food
Texas Roadhouse,$7.58 B,USA,$113.52,-0.93%,14.89%,"🍔 Restaurant chains, 🍴 Food"
Omega Healthcare,$7.69 B,USA,$30.52,-0.03%,2.04%,"⚕️ Healthcare, 🏠 Real estate, 💰 Investment, 🏘️ REITs, 🏥 Medical Care Facilities"
Full Truck Alliance,$7.55 B,China,$7.06,-1.67%,-19.50%,🚚 Transportation
Tapestry,$7.68 B,USA,$33.53,1.18%,-9.21%,👚 Clothing
Alfamart,$7.63 B,Indonesia,$0.18,-1.72%,5.88%,🛍️ Retail
RBC Bearings,$7.63 B,USA,$262.41,1.32%,18.79%,N/A
First Horizon National,$7.61 B,USA,$13.63,1.49%,-44.48%,"🏦 Banks, 💳 Financial services"
NHPC Limited,$7.61 B,India,$0.76,-1.63%,49.02%,"🔋 Electricity, 🌞 Renewable energy"
Kinsale Capital Group,$7.66 B,USA,$330.73,0.54%,13.30%,🏦 Insurance
Kunlun Energy Company,$7.61 B,Hong Kong,$0.88,-0.43%,22.22%,"🛢 Oil&Gas, ⚡ Energy"
Rational AG,$7.60 B,Germany,$669.11,3.85%,9.45%,🏠 Home & Kitchen Appliances
Murphy USA,$7.53 B,USA,$354.06,-1.60%,21.77%,N/A
Rohm,$7.60 B,Japan,$19.71,6.26%,-74.15%,"📟 Semiconductors, 👩‍💻 Tech"
Sinopac Financial Holdings,$7.58 B,Taiwan,$0.61,1.05%,3.39%,"🏦 Banks, 💳 Financial services"
Voya Financial,$7.59 B,USA,$72.72,1.13%,16.97%,💳 Financial services
Lithia Motors,$7.44 B,USA,$270.47,-0.03%,22.12%,"🛍️ Retail, 🚗 Car retail"
Jazz Pharmaceuticals,$7.58 B,Ireland,$120.42,0.73%,-19.76%,"💊 Pharmaceuticals, 🧬 Biotech"
Trend Micro,$7.57 B,Japan,$55.96,-1.42%,17.59%,"👨‍💻 Software, 👩‍💻 Tech, 🔒 IT security"
ASX,$7.54 B,Australia,$38.96,-0.35%,-15.01%,"💳 Financial services, 🏛 Stock exchanges, 🏛 Stock/Crypto exchanges"
Shoprite,$7.45 B,South Africa,$13.74,0.46%,5.94%,"🛍️ Retail, 🛒 Supermarket Chains"
MinebeaMitsumi,$7.56 B,Japan,$18.71,-2.91%,19.10%,N/A
Bill.com,$7.57 B,USA,$70.98,2.32%,-38.50%,"💳 Financial services, 🖥️ Internet"
Berry Global,$7.55 B,USA,$65.42,0.02%,7.86%,🏭 Manufacturing
Hess Midstream,$7.57 B,USA,$31.00,0.98%,7.71%,"🛢 Oil&Gas, ⚡ Energy"
NOV,$7.45 B,USA,$18.92,2.55%,-6.84%,"🛢 Oil&Gas, ⚡ Energy"
Vodafone Idea,$7.53 B,India,$0.15,-2.27%,50.00%,📡 Telecommunication
HYBE,$7.53 B,South Korea,$180.92,3.94%,63.97%,Entertainment
Telefónica Deutschland (O2),$7.54 B,Germany,$2.54,0.04%,8.09%,📡 Telecommunication
Grupo Aeroportuario del Pacífico,$7.62 B,Mexico,$148.01,-1.06%,-6.55%,"🛫 Airports, 🛣️ Infrastructure"
Auckland Airport,$7.50 B,New Zealand,$5.05,0.39%,-0.98%,"🛫 Airports, 🛣️ Infrastructure"
Hankyu Hanshin Holdings,$7.53 B,Japan,$31.12,-1.17%,2.13%,"🚂 Railways, 🚚 Transportation"
GoTo,$7.52 B,Indonesia,$0.01000,13.68%,0.00%,"🛒 E-Commerce, 💳 Financial services, 🖥️ Internet, 👩‍💻 Tech"
LPP SA,$7.50 B,Poland,"$4,043",0.87%,88.87%,👚 Clothing
Sofina,$7.47 B,Belgium,$224.48,0.58%,-0.59%,N/A
National Retail Properties,$7.43 B,USA,$40.75,-1.31%,-11.57%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Colgate-Palmolive India,$7.48 B,India,$27.52,-0.50%,38.29%,🛍 Consumer goods
Edison,$7.50 B,Italy,$1.60,0.95%,6.67%,"🛢 Oil&Gas, 🚰 Utility companies, ⚡ Energy"
Commercial International Bank,$7.41 B,Egypt,$1.31,0.83%,4.80%,"🏦 Banks, 💳 Financial services"
Sinopharm,$7.47 B,China,$2.39,-1.27%,-9.13%,💊 Pharmaceuticals
Boubyan Bank,$7.48 B,eu Kuwait,"$1,888",0.00%,"74,520.55%","🏦 Banks, 💳 Financial services"
Klaviyo,$7.72 B,USA,$29.88,3.97%,N/A,"👨‍💻 Software, 👩‍💻 Tech"
IDFC FIRST Bank,$7.45 B,India,$1.06,0.40%,45.21%,"🏦 Banks, 💳 Financial services"
Sanlam,$7.32 B,South Africa,$3.57,-0.40%,36.26%,🏦 Insurance
Cerevel Therapeutics,$7.43 B,USA,$41.22,0.22%,50.55%,"💊 Pharmaceuticals, 🧬 Biotech"
Donaldson,$7.37 B,USA,$61.43,0.28%,3.23%,N/A
Endeavor Group,$7.39 B,USA,$24.60,0.99%,17.14%,"📰 Media/Press, Entertainment"
Indian Hotels Company,$7.42 B,India,$5.22,-1.12%,31.16%,🏨 Hotels
Bid Corp,$7.22 B,South Africa,$21.62,3.26%,22.63%,🍴 Food
Banco Macro,$2.92 B,ar Argentina,$27.19,3.03%,104.28%,"🏦 Banks, 💳 Financial services"
Generac Power Systems,$7.46 B,USA,$121.55,0.83%,31.11%,🏭 Manufacturing
Petro Rio,$7.55 B,Brazil,$9.04,5.02%,41.92%,"🛢 Oil&Gas, ⚡ Energy"
Woori Financial Group,$7.37 B,South Korea,$29.41,0.75%,2.98%,"🏦 Banks, 💳 Financial services"
Arkema,$7.41 B,France,$98.90,-0.59%,11.92%,🧪 Chemicals
Stevanato,$7.38 B,Italy,$27.82,1.46%,66.99%,N/A
Ubiquiti,$7.42 B,USA,$122.86,2.21%,-57.33%,"🔌 Electronics, 📞 Networking hardware, 💻 Tech Hardware"
Americana Restaurants International,$7.36 B,eu United Arab Emirates,$0.87,-0.93%,12.99%,"🍔 Restaurant chains, 🍴 Food"
Alibaba Health Information Technology,$7.36 B,Hong Kong,$0.54,-0.70%,-57.14%,"🛒 E-Commerce, 🛍️ Retail, 🖥️ Internet, 👩‍💻 Tech, 💊 Drugstore"
ADNOC Logistics & Services,$7.35 B,eu United Arab Emirates,$0.99,-0.82%,N/A,🚚 Transportation
Ramsay Health Care,$7.32 B,Australia,$31.93,0.52%,-27.35%,"⚕️ Healthcare, 🏥 Medical Care Facilities"
Orkla,$7.40 B,Norway,$7.42,0.00%,6.30%,🛍 Consumer goods
Middleby,$7.24 B,USA,$135.21,0.57%,-2.84%,N/A
Info Edge,$7.34 B,India,$56.93,-1.25%,16.61%,🖥️ Internet
Vår Energi,$7.30 B,Norway,$2.92,0.82%,-15.12%,"🛢 Oil&Gas, ⚡ Energy"
Apellis Pharmaceuticals,$7.43 B,USA,$62.73,-2.05%,24.56%,N/A
BWX Technologies,$7.25 B,USA,$79.24,-0.56%,30.91%,☢️ Uranium
37 Interactive Entertainment,$7.32 B,China,$3.30,1.07%,32.00%,"🎮 Video games, Entertainment"
MatsukiyoCocokara,$7.33 B,Japan,$17.54,-0.88%,-60.72%,"🛍️ Retail, 💊 Drugstore"
FirstService,$7.30 B,Canada,$163.74,0.15%,32.34%,🏠 Real estate
AngloGold Ashanti,$7.28 B,South Africa,$17.37,-3.50%,-7.56%,"⛏️ Mining, ⛏️ Gold mining"
Krafton,$7.28 B,South Korea,$157.68,-2.59%,15.43%,"👩‍💻 Tech, 🎮 Video games"
Dai Nippon Printing,$7.29 B,Japan,$29.33,-2.26%,46.87%,N/A
Primerica,$7.40 B,USA,$211.46,1.55%,49.42%,N/A
Elisa,$7.26 B,Finland,$45.29,0.19%,-14.69%,📡 Telecommunication
Lotus Bakeries,$7.06 B,Belgium,"$8,698",2.94%,34.75%,🍴 Food
Wingstop Restaurants,$7.27 B,USA,$247.18,0.58%,59.63%,"🍔 Restaurant chains, 🍴 Food"
Klépierre,$7.26 B,France,$25.45,0.21%,9.18%,🏠 Real estate
China Resources Gas Group,$7.27 B,Hong Kong,$3.14,1.45%,-15.14%,"🛢 Oil&Gas, ⚡ Energy"
Realtek,$7.25 B,Taiwan,$14.14,0.68%,48.06%,"📟 Semiconductors, 👩‍💻 Tech"
ENGIE Brasil,$7.24 B,Brazil,$8.88,0.88%,17.93%,"🔋 Electricity, 🚰 Utility companies, ⚡ Energy"
Grupo Aeroportuario del Sureste,$7.13 B,Mexico,$231.90,-1.54%,-7.54%,"🛫 Airports, 🛣️ Infrastructure"
ENN Energy,$7.24 B,China,$6.40,-2.25%,N/A,"🛢 Oil&Gas, ⚡ Energy"
Hongkong Land,$7.23 B,Hong Kong,$3.28,0.61%,-26.29%,"🏠 Real estate, 💰 Investment"
Gentex,$7.20 B,USA,$30.88,0.23%,12.29%,N/A
Axalta,$7.23 B,USA,$32.88,0.80%,28.24%,🎨 Paint & Coating
Aselsan,$7.28 B,Turkey,$1.60,-1.37%,-41.61%,🔫 Defense contractors
APi Group,$7.25 B,USA,$30.80,1.55%,62.28%,👷 Engineering
CTP N.V.,$7.20 B,Netherlands,$16.08,0.00%,39.58%,🏠 Real estate
Futu Holdings,$7.26 B,Hong Kong,$52.06,1.76%,-23.37%,"💳 Financial services, 👩‍💻 Tech"
Tokyu,$7.22 B,Japan,$12.04,0.29%,-4.06%,"🚂 Railways, 🚚 Transportation"
Industrial Bank of Korea (IBK),$7.20 B,South Korea,$9.03,0.25%,9.32%,"🏦 Banks, 💳 Financial services"
Zoomlion,$7.10 B,China,$0.51,0.00%,4.08%,"⚙️ Machinery manufacturing, 🏭 Manufacturing"
Krung Thai Bank,$7.24 B,Thailand,$0.52,-1.09%,4.00%,"🏦 Banks, 💳 Financial services"
Nippon Building Fund,$7.20 B,Japan,"$4,235",-0.16%,-6.39%,"🏠 Real estate, 💰 Investment"
Indian Railway Catering & Tourism,$7.19 B,India,$8.99,-1.09%,2.63%,🚂 Railways
Graphic Packaging,$7.13 B,USA,$23.30,-0.55%,4.86%,N/A
Kongsberg Gruppen,$7.18 B,Norway,$40.87,2.30%,-0.17%,"🚀 Aerospace, 🔫 Defense contractors"
SK Group,$7.18 B,South Korea,$130.11,0.65%,-16.19%,"📡 Telecommunication, 🖥️ IT services"
Banco Sabadell,$7.17 B,Spain,$1.33,-0.44%,47.78%,"🏦 Banks, 💳 Financial services"
Azrieli Group,$7.17 B,Israel,$59.15,0.55%,-16.34%,🏠 Real estate
Israel Discount Bank,$7.17 B,Israel,$58.00,0.00%,0.85%,N/A
Li Ning Company,$7.17 B,China,$2.73,-3.39%,N/A,👟 Footwear
Jabal Omar Development,$7.17 B,Saudi Arabia,$6.21,0.09%,32.98%,🏠 Real estate
TAL Education Group,$7.11 B,China,$11.14,-0.89%,84.74%,🎓 Education
Aurobindo Pharma,$7.15 B,India,$12.21,-0.64%,118.82%,"💊 Pharmaceuticals, 🧬 Biotech"
CACI,$7.18 B,USA,$322.62,-0.26%,5.83%,💼 Professional services
Range Resources,$7.16 B,USA,$29.70,0.99%,20.19%,"🛢 Oil&Gas, ⚡ Energy"
Aramark,$7.10 B,USA,$27.16,-0.04%,-33.66%,🍴 Food
iA Financial,$7.14 B,Canada,$67.88,0.59%,22.82%,"🏦 Insurance, 💳 Financial services"
New York Community Bank,$7.03 B,USA,$9.74,-0.81%,14.59%,"🏦 Banks, 💳 Financial services"
Carsales,$7.10 B,Australia,$18.85,0.39%,29.11%,"🖥️ Internet, 👩‍💻 Tech, 🚘 Used car retailer, 🚗 Car retail"
Universal Forest Products,$7.05 B,USA,$114.13,0.06%,40.07%,N/A
Choice Properties REIT,$7.12 B,Canada,$9.85,-0.07%,-8.46%,"🏠 Real estate, 💰 Investment, 🏘️ REITs"
Nanya Technology,$7.10 B,Taiwan,$2.29,1.98%,30.11%,"📟 Semiconductors, 👩‍💻 Tech, 🔌 Electronics, 💻 Tech Hardware"
Taishin Financial Holdings,$7.10 B,Taiwan,$0.57,-0.56%,18.75%,"🏦 Banks, 💳 Financial services"
SAAB AB,$7.04 B,Sweden,$52.39,1.87%,34.96%,"🚀 Aerospace, 🔫 Defense contractors"
Carvana,$7.15 B,USA,$40.26,6.23%,711.69%,"🛒 E-Commerce, 🖥️ Internet, 🚘 Used car retailer, 🚗 Car retail"
KBR,$7.05 B,USA,$52.24,-0.59%,1.56%,👷 Engineering
VF Corporation,$7.05 B,USA,$18.14,0.17%,-36.73%,"👚 Clothing, 👟 Footwear"
